00	7.16376713557
01	9.58661257786
02	9.51201660244
03	9.59117879583
04	9.47060281689
05	9.52478273326
06	9.64524601711
07	9.64042673067
08	9.23176161983
09	9.55964465143
10	5.86738952658
10 00	9.65739683489
10 30	9.64524601711
10 days	9.29438504303
10 mins	9.58433726402
10 minutes	8.67993510381
10 times	10.0186228107
10 years	8.97654993241
100	6.83372113539
101	9.63563055841
10am	9.65495483123
10k	9.73094073821
10pm	9.39446850159
10th	9.61667264466
11	6.93542604642
12	6.73389354007
12 hours	9.44063054335
12 year	9.91221021705
120	9.8275675739
12th	9.93777071403
13	7.45340358409
13th	8.76435721228
14	7.48799391154
140	9.71786865664
15	6.7440633431
15 mins	9.78778960244
15 minutes	8.92469986236
15 years	9.87809838255
150	8.93177536357
1500	9.90279099514
150px	9.52478273326
15th	10.0363223878
16	7.55828451218
16th	10.0399002091
17	7.79371480458
18	7.56128571491
18th	9.7794677791
19	7.88997348109
199	9.95737918542
1am	9.96068497356
1d	9.10163057052
1st	7.11971062818
1st day	10.0653099246
1st time	9.16982232039
20	6.57741780107
20 mins	9.5312274387
20 minutes	8.75737464027
20 years	9.21906303649
200	8.01194062326
2003	10.122035906
2004	9.85400083097
2005	9.95080021432
2006	9.74953357129
2007	9.52050922248
2008	9.42500522545
2009	9.44457532164
2010	8.78764940452
2011	7.94710733425
2011 url	9.9185393521
2012	7.37506434817
2012 url	9.52050922248
2013	7.43125457991
2013 url	9.45850589518
2014	7.6220042696
2014 url	9.58206711548
2015	6.85322178998
2015 url	9.03779355765
2016	8.65092128262
20th	9.74953357129
21	7.70695627209
21st	9.08494033608
22	8.03387760214
23	8.22511049261
24	7.32851031025
24 hours	8.64913556786
25	7.44213434757
250	9.62373981188
26	8.44854597211
27	8.49638768109
28	8.57604761364
29	8.71742778006
2am	9.51625389691
2day	9.21591342759
2k	9.88421460956
2nd	7.58470171561
2nd time	9.8275675739
2pm	10.0653099246
30	6.44755928748
30 am	9.8996708678
30 and	9.74685619352
30 min	9.85400083097
30 mins	9.39446850159
30 minutes	8.7260609272
30 seconds	9.95737918542
30 years	10.0434908772
300	8.40428464341
30am	8.97654993241
30pm	9.37769271208
30th	9.98753222359
31	8.89005436499
32	9.02732225778
33	8.94727955011
34	9.25601503176
35	8.51649663402
350	9.93131907875
36	9.1257623306
360	9.33428625978
37	9.33605773943
38	9.40201570722
39	9.40771372834
3am	9.42306911642
3d	8.75142814108
3g	9.5752874285
3rd	7.83316307491
3rd time	9.89656044539
40	7.48715627363
40 minutes	9.97401850443
400	8.88214024794
41	9.64766439797
42	9.37769271208
43	8.97654993241
44	9.56408910319
45	7.95242649573
45 minutes	9.58661257786
46	9.69476108163
47	9.50150125844
48	8.98275727698
49	9.45850589518
4am	9.6143279777
4c	9.76302905276
4g	9.0041551985
4s	10.0327573216
4th	8.18281847577
50	7.01016483587
50 shades	9.27585039282
50 shades of	9.61667264466
500	8.02667122937
50anscarrefour	9.70496525181
51	9.70496525181
52	9.55964465143
53	9.81890951116
54	9.71786865664
55	9.06852409874
56	9.8872868086
57	9.85997099795
58	9.83922951365
59	9.81317883645
5am	9.52907458534
5k	9.76847865753
5pm	9.75490992832
5s	9.89656044539
5sos	9.97737985213
5th	8.78152068258
60	8.07874586241
600	9.35756394465
64	9.62610667689
65	9.38511389642
66	9.37769271208
67	10.0221377528
69	9.92490880039
6am	9.49941139352
6pm	9.69985015114
6s	9.65251877643
6th	9.20652368724
70	8.5490521093
700	9.64042673067
70s	10.0726900319
72	9.74953357129
75	8.85986761233
7am	9.45850589518
7pm	9.66969711297
7th	9.3431752072
80	8.52355271974
800	9.2995001437
80s	9.45650389251
85	9.62610667689
89	9.94752688898
8am	9.19260234872
8th	9.20964381458
90	8.21234929855
90 of	9.76847865753
900	9.84806609545
90s	9.44260098734
911	9.93453969345
92	10.0616401957
95	9.19413962804
96	9.86597702201
97	10.0653099246
98	9.79337620915
9810	9.27418233571
9850	10.0151201801
9860	9.59576595984
99	8.08329477094
9900	9.0821855134
9am	9.5056941367
9pm	9.41344440305
9th	9.59576595984
__	8.75836917044
aaron	9.34496251778
ab	9.49941139352
abandoned	9.74953357129
abc	8.80730859948
ability	8.79381591943
ability to	9.0550468058
able	6.73929575362
able to	6.77671600112
able to get	9.60268640269
able to go	9.97737985213
able to see	9.84511188355
able to sleep	9.70753264731
able to watch	9.97066841754
abortion	9.53988550145
about	4.32375716602
about all	9.48284786785
about an	9.58433726402
about anything	9.89036847514
about being	9.00034567008
about everything	9.68717571024
about getting	9.6143279777
about going	9.92490880039
about having	9.7822340326
about her	9.11149675344
about him	9.66722492382
about his	9.29268580728
about how	8.01619494308
about is	9.39823498438
about it	7.22842685169
about life	9.89345966771
about me	8.32123828619
about my	7.83553274426
about not	9.90279099514
about now	9.94101220796
about our	9.60268640269
about people	9.8018150778
about someone	9.95737918542
about something	9.49732588703
about that	8.3686155672
about the	6.62282007091
about their	9.0510387844
about them	9.21434233536
about this	7.97036419642
about time	9.94101220796
about to	6.7924752435
about to be	9.45850589518
about to get	9.36301354942
about to go	9.374002671
about user	8.64913556786
about what	8.66895603653
about you	8.05976427353
about your	8.44854597211
above	8.09296651851
abraham	9.56408910319
abraham lincoln	9.82467321587
abroad	9.84806609545
abs	9.85698145911
absence	10.0399002091
absolute	8.05828096052
absolutely	6.87977799763
absolutely hate	9.7126872979
absolutely love	9.88115182003
absolutely no	9.50150125844
absolutely nothing	9.76847865753
abt	8.58437405642
abundance	10.0616401957
abuse	8.27232571551
abused	9.65984481653
ac	9.14315407331
academy	9.54642860004
acc	9.71786865664
accent	9.5752874285
accept	8.20947159872
acceptable	8.98775104516
acceptance	9.35214387718
accepted	8.92469986236
accepting	9.56855339632
access	8.34398869867
access to	9.42694509027
accident	8.39732567309
accidentally	8.20316965864
accomplished	9.75760898529
according	8.43477264818
according to	8.46251165297
account	6.98366982395
account and	9.82467321587
accounting	9.89656044539
accounts	8.42047647903
accurate	9.63563055841
accused	9.46655422836
accused of	9.8872868086
ace	9.67964744382
ache	9.85102906058
achieve	9.11149675344
achieved	10.0327573216
achievement	9.79057900453
acknowledge	9.91536977734
across	7.64624984064
across the	8.41693414447
act	7.22541480122
act like	8.54341829158
act of	9.67217542898
acting	7.98036882739
acting like	9.10866789724
action	7.83276867537
actions	8.6994433862
active	9.0698818722
activities	9.94426424334
activity	9.07669853118
actor	8.79175618647
actors	9.21120753655
actress	9.31500433023
acts	8.91185672027
actual	7.9595630113
actually	5.88012146962
actually get	10.0616401957
actually have	9.44260098734
acura	9.1864767553
acura mdx	10.0543408933
ad	7.23860560768
ad for	9.83338154376
ad url	9.60500390083
adam	8.70508780382
adams	9.54642860004
add	7.46507422815
add music	9.04704676313
add music to	9.09186077892
add to	10.0081515108
added	8.21004647658
added to	9.93131907875
added video	9.8872868086
added video to	9.89036847514
addicted	9.27752123698
addicted to	9.81317883645
addiction	9.23496162256
adding	8.9952887693
address	8.4434494922
adds	9.30292480458
adele	9.71010665131
adhd	10.0579838845
adidas	8.94727955011
admin	9.95408428952
admire	9.9185393521
admission	9.43670126521
admit	8.84456676737
admitted	9.94101220796
adoption	10.0327573216
adorable	9.21906303649
adore	9.68717571024
ads	7.84906798274
adult	8.21062168511
adulthood	9.98753222359
adults	8.88552434592
advance	9.23496162256
advanced	9.63563055841
advantage	9.07260296232
advantage of	9.6213785357
adventure	8.65629763965
adventures	9.60732678224
advert	8.51337650668
advertise	9.81317883645
advertising	8.72992193586
adverts	9.37216274407
advice	7.85429202517
advise	9.8275675739
advisor	9.81317883645
af	7.95911548388
affect	9.55964465143
affected	9.47263327444
afford	8.61063562493
afford to	9.84216637332
affordable	10.0434908772
afghanistan	9.93131907875
afraid	7.71183603081
afraid of	8.81570319232
afraid to	8.94848219608
africa	8.55552986475
african	8.98151272175
after	5.19134820957
after all	8.72798956811
after an	10.0081515108
after being	9.23496162256
after he	9.94101220796
after it	10.0579838845
after long	9.56186440817
after me	9.82467321587
after my	9.14608233309
after seeing	9.63802576913
after that	8.87652541005
after the	7.91320578258
after they	9.83338154376
after this	9.22857182446
after watching	9.07396628904
after work	9.58661257786
after years	9.67715056362
after you	9.08908685204
afternoon	7.89499651383
afterwards	9.85400083097
